name	url	type
Hum Physiol Simul Ont (HuPSON)	https://bioportal.bioontology.org/ontologies/HUPSON	ontology
Human Phenotype Ontology (HP)	https://obofoundry.org/ontology/hp.html	ontology
HumanMetagenomeDB	https://webapp.ufz.de/hmgdb/	resource
Hypertension Ontology (HTN)	https://obofoundry.org/ontology/htn.html	ontology
iBKH	http://ibkh.ai/	resource
iCTNet2	http://apps.cytoscape.org/apps/ictnet2	resource
IDDAP	https://pubmed.ncbi.nlm.nih.gov/29433958/	methodology
IEDB: Immune Epitope Db	https://www.iedb.org/	resource
iLncDA-LTR	http://bliulab.net/iLncDA-LTR/	resource
iLncDA-RSN	https://www.doi.org/10.3389/fgene.2023.1249171	methodology
ImmPort	https://www.immport.org/shared/home	resource
IMPPAT	https://cb.imsc.res.in/imppat/	resource
InfAcrOnt	https://bmcgenomics.biomedcentral.com/articles/10.1186/s12864-017-4338-6	methodology
Infectious Disease Ontology (IDO)	https://obofoundry.org/ontology/ido.html	ontology
Influenza Ontology (FLU)	https://bioportal.bioontology.org/ontologies/FLU/?p=summary	ontology
Informed Consent Ontology (ICO)	https://obofoundry.org/ontology/ico.html	ontology
Integrated Interactions Db	http://iid.ophid.utoronto.ca/	resource
Integrative Multispecies Prediction	http://imp.princeton.edu/	resource
InterMine	https://intermine.org/	resource
IntNetLncSim	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5216984/	methodology
iPiDA-GCN	http://bliulab.net/iPiDA-GCN/	methodology
iPiDA-LTR	http://bliulab.net/iPiDA-LTR	methodology
iPiDA-SWGCN	http://bliulab.net/iPiDA-SWGCN/	methodology
iProX	https://www.iprox.cn/	resource
IRIDA: Integr Rapid Infect Dis Anal	https://www.irida.ca/	resource
Isabl Platform	https://www.isabl.info/	resource
iSG-PDA	https://doi.org/10.1016/j.asoc.2024.111523	methodology
IsoDA: Isoform-Dis Assoc predict	http://www.sdu-idea.cn/codes.php?name=IsoDA	resource
iTextMine	https://research.bioinformatics.udel.edu/itextmine/integrate	resource
JAX Clinical CKB	https://ckb.jax.org/	resource
JAX Synteny Browser	http://syntenybrowser.jax.org/	resource
KGETCDA	https://github.com/jinyangwu/KGETCDA	resource
KGEV: KGraph Explor and Visual	https://pubmed.ncbi.nlm.nih.gov/35655307	resource
Kids Brain Health Network	https://kidsbrainhealth.ca/	resource
KOBAS	http://kobas.cbi.pku.edu.cn/	resource
Lantern	https://github.com/VidhurDS/Lantern	resource
LDAGM	https://github.com/nofou/LDAGM	methodology
LEDAP	https://github.com/idrblab/LEDAP	methodology
Leipzig Health Atlas	https://www.health-atlas.de/	resource
LeMeDISCO	http://sites.gatech.edu/cssb/LeMeDISCO	resource
LeukmiR	http://tdb.ccmb.res.in/LeukmiR/http://tdb.ccmb.res.in/LeukmiR/	resource
LINCS	http://lincsportal.ccs.miami.edu/dcic-portal/	resource
Linked Open Data Cloud	https://lod-cloud.net/#about	resource
List2Net	https://list2net.cing-big.hpcf.cyi.ac.cy/	resource
Literome	https://pubmed.ncbi.nlm.nih.gov/24939151/	resource
LiverAtlas	https://liveratlas.org/	resource
LiverWiki	https://bmcbioinformatics.biomedcentral.com/articles/10.1186/s12859-017-1852-0	resource
Lnc2Meth	https://pubmed.ncbi.nlm.nih.gov/29069510/	resource
LncPCD	http://spare4.hospital.studio:9000/lncPCD/Home.jsp	resource
LncRNADisease	https://www.cuilab.cn/lncrnadisease	resource
LncTarD	https://lnctard.bio-database.com/	resource
LORD	http://enlord.bndmr.fr/#homepage	resource
LSD600	https://zenodo.org/records/13952449	resource
Lynx	http://lynx.ci.uchicago.edu/	resource
M2PP	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8728953	methodology
MAGCNSE	https://pubmed.ncbi.nlm.nih.gov/35590258	methodology
MalaCards	https://www.malacards.org/	resource
MarkerDB	https://markerdb.ca	resource
MedGraphNet	https://github.com/vinash85/MedGraphNet	methodology
MEDIC	https://www.ncbi.nlm.nih.gov/labs/pmc/articles/PMC3308155/	resource
MEDICASCY	https://pubmed.ncbi.nlm.nih.gov/32237745/	resource
MedKG	http://pitools.niper.ac.in/medkg/	resource
MEDSHARE	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8761525	methodology
MeFSAT	https://cb.imsc.res.in/mefsat/home	resource
MendelVar	https://mendelvar.mrcieu.ac.uk/	resource
Mental Disease Ontology (MFOMD)	https://obofoundry.org/ontology/mfomd.html	ontology
MER: Minimal Entity Recognizer	http://labs.fc.ul.pt/mer/	resource
Metabolomics Stand Init Ont (MSIO)	https://www.ebi.ac.uk/ols/ontologies/msio	ontology
metaCDA	https://github.com/biohnuster/metaCDA	methodology
MetaSRA	https://metasra.biostat.wisc.edu/?species=human&assay=RNA-seq	resource
MethBank	https://ngdc.cncb.ac.cn/methbank/	resource
MetSigDis: Metab Signat of Dis Db	https://pubmed.ncbi.nlm.nih.gov/28968812/	resource
MFF-nDA	https://github.com/Jack-Cxy/MFF-nDA	resource
MGI: Mouse Genome Informatics	https://www.informatics.jax.org/	resource
MicrO	https://obofoundry.org/ontology/micro.html	ontology
MicroPIE	https://bmcbioinformatics.biomedcentral.com/articles/10.1186/s12859-016-1396-8	methodology
miR2Disease	http://www.mir2disease.org/	resource
mirDIP	https://ophid.utoronto.ca/mirDIP	resource
miRTex	https://tools4mirs.org/software/other_tools/mirtex/	resource
Mondo Disease Ontology (MONDO)	https://obofoundry.org/ontology/mondo.html	ontology
MOPED	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3245040/	resource
MORPHIN	http://www.inetbio.org/morphin/	resource
MosaicBase	http://mosaicbase.com/	resource
Mouse Pathology Ont (MPATH)	https://obofoundry.org/ontology/mpath.html	ontology
MouseMine	http://www.mousemine.org/mousemine/keywordSearchResults.do?searchTerm=Parkinson&searchBag=&facet_Category=DOTerm	resource
MSMCDA	https://github.com/zhangxue2115/MSMCDA	methodology
mTCTScan	http://mulinlab.tmu.edu.cn/mtctscan	resource
MultiDS-MDA	https://pubmed.ncbi.nlm.nih.gov/37276756/	methodology
My Corporis Fabrica Embryo	https://pubmed.ncbi.nlm.nih.gov/26413258/	resource
Mycobacteriaceae Phenome Atlas	https://www.biosino.org/mpa/	resource
MyDisease.info	https://mydisease.info/	resource
MyGeneset.info	https://mygeneset.info	resource
Myocardial Infarction Ont (MIO)	http://www.sysbio.org.cn/MIKB/MIO/	ontology
NAFLDkb	https://www.biosino.org/nafldkb	resource
NCATS Inxight Drugs	https://drugs.ncats.io/	resource
NCBO Ontology Recommender	https://bioportal.bioontology.org/recommender	resource
ncRNAVar	http://www.liwzlab.cn/ncrnavar/	resource
NetMe	https://netme.click/	resource
Neural Electro Magnet Ont (NEMO)	https://bioportal.bioontology.org/ontologies/NEMO?p=summary	ontology
NIF Standardized Onts (NIFSTD)	https://github.com/SciCrunch/NIF-Ontology/tree/master	ontology
Non-Coding RNA Ontology (NCRO)	https://obofoundry.org/ontology/ncro.html	ontology
NutriChem	http://147.8.185.62/services/NutriChem-2.0/	resource
Obstet and Neonatal Ont (OntONeo)	https://obofoundry.org/ontology/ontoneo.html	ontology
OCDB: OCD Database	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4519680/	resource
OM-GGAT	https://www.techscience.com/cmc/v82n3/59933/html	methodology
OMIM	https://www.omim.org/	resource
OnASSIs	https://bioconductor.org/packages/release/bioc/html/Onassis.html	resource
Oncodomains	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5398485/	methodology
OncoKB	https://www.oncokb.org/	resource
OncoMX	https://www.oncomx.org/	resource
OncoPDSS	https://oncopdss.capitalbiobigdata.com/	resource
OneStopRNAseq	https://mccb.umassmed.edu/OneStopRNAseq/	resource
Ont Host-Microbiom Interact (OHMI)	https://obofoundry.org/ontology/ohmi.html	ontology
Ont of Drug Adverse Events (ODAE)	https://bioportal.bioontology.org/ontologies/ODAE	ontology
Ont of Host Pathogen Inter (OHPI)	https://obofoundry.org/ontology/ohpi.html	ontology
Ont of Precis Med & Investig (OPMI)	https://obofoundry.org/ontology/opmi.html	ontology
OnTheFly2.0	http://bib.fleming.gr:3838/OnTheFly/	resource
OntoCAT	https://wiki.gcc.rug.nl/wiki/OntocatStart	resource
Ontoclick	https://github.com/azankl/Ontoclick	resource
OntoGene	https://github.com/OntoGene	resource
Ontology Extension	https://github.com/bio-ontology-research-group/ontology-extension	resource
Ontology for Biobanking (OBIB)	https://obofoundry.org/ontology/obib.html	ontology
Ontology for Biomed Investig (OBI)	https://obofoundry.org/ontology/obi.html	ontology
Ontology for Gen Med Sci (OGMS)	https://obofoundry.org/ontology/ogms.html	ontology
Ontology for MIRNA Target (OMIT)	https://obofoundry.org/ontology/omit.html	ontology
Ontology of Adverse Events (OAE)	https://obofoundry.org/ontology/oae.html	ontology
OpenXGR	http://www.openxgr.com	resource
ORPheUS	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4525265/	methodology
OVA: Onto Variant Analysis Tool	http://dna2.leeds.ac.uk:8080/OVA/index.jsp	resource
Pancreatlas	https://www.pancreatlas.org/	resource
PathoPhenoDB	http://patho.phenomebrowser.net/#/	resource
PATRIC	https://www.patricbrc.org/	resource
pBRIT	http://143.169.238.105/pbrit/	resource
PDX-MI	https://www.pdxfinder.org/pdx-standard/	resource
PedAM	http://119.3.41.228/pedam/	resource
Pedican: Pediatric cancer gene Db	http://pedican.bioinfo-minzhao.org/	resource
Petagraph	https://github.com/TaylorResearchLab/Petagraph	resource
Pharmacorank	https://protein.som.geisinger.edu/Pharmacorank/	resource
PharMeBINet	https://pharmebi.net/	resource
Pharos	https://pharos.nih.gov/idg/index	resource
PhaSeDis	http://mlodis.phasep.pro/	resource
Phen2Gene	https://phen2gene.wglab.org/	resource
PhenCards	https://phencards.org	resource
Phenolyzer	http://phenolyzer.wglab.org/	resource
Phenomebrowser	http://phenomebrowser.net/	resource
PhenoMiner	https://rgd.mcw.edu/rgdweb/phenominer/selectTerms.html?ont=MMO	resource
Phevor2	http://www.yandell-lab.org/software/phevor.html	resource
PK-DB: Pharmacokinetics Db	https://pk-db.com/	resource
PlasmiR	https://dianalab.e-ce.uth.gr/plasmir/#/	resource
PLSDB: Plasmid Db	https://www.ccb.uni-saarland.de/plsdb	resource
POEAS	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4274039/	resource
Populous	http://www.e-lico.eu/populous.html	resource
PORI	https://bcgsc.github.io/pori/	resource
PosMed: Positional MEDLINE	https://pubmed.ncbi.nlm.nih.gov/23761449	resource
PPDAMEGCN	https://github.com/27167199/PPDAMEGCN	methodology
Pre-Eclampsia Ontology (PE-O)	https://bioportal.bioontology.org/ontologies/PE-O	ontology
preon	https://github.com/ermshaua/preon/	resource
PreOptique	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6398264/	methodology
PRISM	https://ascopubs.org/doi/10.1200/CCI.20.00001?url_ver=Z39.88-2003&rfr_id=ori%3Arid%3Acrossref.org&rfr_dat=cr_pub++0pubmed&	methodology
Protein Ontology (PRO)	https://obofoundry.org/ontology/pr.html	ontology
PSINDB: Postsynaptic Inter Db	https://psindb.itk.ppke.hu/	resource
Public Health Doc Ont (OntoPH)	https://pubmed.ncbi.nlm.nih.gov/29021130/	ontology
PUTransGCN	https://github.com/chenqiuhao/PUTransGCN	resource
Quant Histopath Image Ont (QHIO)	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5316345/	ontology
Quant Imag Biomarker Ont (QIBO)	https://pubmed.ncbi.nlm.nih.gov/23589184/	ontology
QueryOR	https://queryor.cribi.unipd.it/cgi-bin/queryor/mainpage.pl	resource
Quest Diagnostics	https://www.questdiagnostics.com/home.html	resource
R-loopBase	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8728142	resource
Radiology Gamuts Ontology (RGO)	http://www.gamuts.net/	ontology
RareDis	https://github.com/isegura/NLP4RARE-CM-UC3M	resource
Reactome	https://reactome.org/	resource
REGene	http://regene.bioinfo-minzhao.org/	resource
ResMarkerDB	http://www.resmarkerdb.org/	resource
RGCNCDA	https://www.doi.org/10.1016/j.compbiomed.2022.105322	methodology
RGD: Rat Genome Db	https://rgd.mcw.edu/rgdweb/portal/index.jsp	resource
RIscoper	http://www.rnainter.org/riscoper	resource
RMDGCN	https://github.com/lianliu09/RMDGCN	methodology
RNA2Immune	https://www.bio-bigdata.com/rna2immune/home.jsp	resource
RNADisease	http://www.rnadisease.org/	resource
ROBOT	http://robot.obolibrary.org/	resource
scMoresDB	http://www.liwzlab.cn/scmoresdb/	resource
sem1R	https://github.com/fmalinka/sem1r	resource
SGD: Saccharomyces Genome Db	https://www.yeastgenome.org/	resource
Sickle Cell Disease Ont (SCDO)	https://bioportal.bioontology.org/ontologies/SCDO	ontology
signatureSearch	https://bioconductor.org/packages/release/bioc/html/signatureSearch.html	resource
simona	https://bioconductor.org/packages/simona/	resource
SPOKE	https://spoke.rbvi.ucsf.edu/	resource
SugarbindDB	https://sugarbind.expasy.org/	resource
SurvExpress	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3774754/	resource
SurvMicro	https://academic.oup.com/bioinformatics/article/30/11/1630/284047	resource
SVMDO	https://doi.org/10.18129/B9.bioc.SVMDO	methodology
SympGAN	http://www.sympgan.org/	resource
tagger (tagcorpus)	https://github.com/larsjuhljensen/tagger	resource
Target Central Resource Db	http://juniper.health.unm.edu/tcrd/	resource
TargetMine	http://targetmine.mizuguchilab.org/	resource
TarKG	https://tarkg.ddtmlab.org/	resource
TCIA: The Cancer Imaging Archive	https://www.cancerimagingarchive.net/	resource
TCMBank: Trad Chinese Med Bank	https://TCMBank.CN/	resource
TIN-X	https://www.newdrugtargets.org/	resource
TissueNexus	https://www.diseaselinks.com/TissueNexus/	resource
ToxDAR	https://github.com/TMCjp/ToxDAR	resource
TOXic Process Ontology (TXPO)	https://obofoundry.org/ontology/txpo.html	ontology
TOXPILOT	https://toxpilot.nibiohn.go.jp/	resource
Translational Med Ontology (TMO)	https://bioportal.bioontology.org/ontologies/TMO	ontology
TRRUST	http://www.grnpedia.org/trrust/	resource
TSGene	https://bioinfo.uth.edu/TSGene/	resource
UBKG	https://github.com/x-atlas-consortia/ubkg-etl	resource
UFO	https://github.com/hauldhut/ufo	resource
UniCarbKB	https://pubmed.ncbi.nlm.nih.gov/26940363/	resource
UPHO: Urban Pop Health Observ	https://pubmed.ncbi.nlm.nih.gov/35857363	methodology
Vaccine Informed Cons Ont (VICO)	http://www.ontobee.org/ontology/VICO	ontology
Vaccine Ontology (VO)	https://obofoundry.org/ontology/vo.html	ontology
VarGuideAtlas	https://genomics-hub.pros.dsic.upv.es:3016/	resource
VectorBase	https://www.vectorbase.org/	resource
VEuPathDB Ontology (eupath)	https://obofoundry.org/ontology/eupath.html	ontology
VICC	https://search.cancervariants.org/#*	resource
VIPR: Virus Pathogen Resource	https://www.viprbrc.org/brc/home.spg?decorator=vipr	resource
Viruses.STRING	http://viruses.string-db.org/	resource
VRNetzer	https://github.com/menchelab/VRNetzer	methodology
Wikidata	https://www.wikidata.org/	resource
Wikipathways	https://www.wikipathways.org/index.php/WikiPathways	resource
WormBase	https://wormbase.org/	resource
Xenbase	http://www.xenbase.org/	resource
XGR: eXploring Genomic Relations	http://xgr.r-forge.r-project.org/	resource
YMLA: Yeast Multiple List Analyzer	https://cosbi7.ee.ncku.edu.tw/YMLA/	resource
ZFIN	https://zfin.org/	resource